序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
23,003005,竞业达,10.029282569885254,15.03,90336480,2016945965.25,3477772025.73,4.543655872344971,39736449,093609,093609,0,1/1,1,IT服务Ⅱ,20260828
24,002396,星网锐捷,10.014991760253906,36.69,4141078928,27789560239.14,27904739761.92,15.157744407653809,144942377,093609,145251,7,6/3,2,通信设备,20260828
25,600162,香江控股,10.061601638793945,5.36,811039168,17518828333.920002,17518828366.08,4.694637775421143,70204004,093620,134920,4,2/2,2,房地产开,20260828
26,002212,天融信,10.0,6.93,751126816,8086264838.19,8173615332.96,9.405447006225586,125389341,093803,093803,0,1/1,1,软件开发,20260828
27,601086,国芳集团,10.026385307312012,8.34,147100140,5554440000.0,5554440000.0,2.7022790908813477,66562549,093847,093847,0,1/1,1,一般零售,20260828
28,688152,麒麟信安,20.0,38.04,266716620,3876202811.04,3876202811.04,7.196340084075928,50094191,093954,093954,0,1/1,1,软件开发,20260828
29,002165,红 宝 丽,9.986859321594238,8.37,981934912,6091396364.5199995,6154208560.799999,16.565855026245117,193649282,094242,100306,1,1/1,1,化学制品,20260828
30,001288,运机集团,10.0115966796875,28.46,471582368,4322304925.42,6652919256.38,11.041937828063965,79562206,094254,100615,4,1/1,1,专用设备,20260828
31,000560,我爱我家,10.0,2.64,642316336,6184696634.16,6218522238.72,10.616172790527344,152262364,094418,094418,0,4/2,1,房地产服,20260828
32,603778,国晟科技,9.978768348693848,10.36,464618400,6659999991.12,6838036446.08,7.157296657562256,60522084,094658,094843,2,1/1,1,光伏设备,20260828
33,603016,新宏泰,9.996528625488281,31.69,118415842,4695190400.0,4695190400.0,2.5963823795318604,23862570,094915,094915,0,1/1,1,电网设备,20260828
34,002918,蒙娜丽莎,10.0,11.33,257211681,2426942242.12,4631929693.6,10.898699760437012,94333580,095048,100730,2,1/1,1,家居用品,20260828
35,002952,亚世光电,9.994952201843262,21.79,124923982,2921488410.2799997,3580968600.0,4.384215354919434,40056012,095212,095212,0,1/1,1,光学光电,20260828
36,603011,合锻智能,9.984089851379395,27.65,2204164224,13670559183.05,13670559044.8,16.5865421295166,45887940,095241,144541,10,2/2,2,专用设备,20260828
37,603082,北自科技,10.012330055236816,44.61,304034128,1809243309.0,7430826392.49,17.152982711791992,44854730,095247,095247,0,1/1,1,自动化设,20260828
38,603007,顺景科技,10.040983200073242,5.37,413918512,3732628085.73,4749475535.52,11.2885103225708,19356702,095358,142507,3,1/1,1,汽车零部,20260828
39,600354,敦煌种业,10.053619384765625,8.21,869767472,4333255076.8,4333255076.8,20.602935791015625,57708796,095508,100147,2,1/1,1,种植业,20260828
40,002971,和远气体,10.0,47.08,842553696,7580094025.679999,9916225000.0,11.434887886047363,194995944,095748,095748,0,1/1,1,化学制品,20260828
41,603559,中通国脉,9.988518714904785,9.58,266944404,3844233458.82,3844233430.08,7.026479244232178,33403544,100117,145138,2,1/1,1,通信服务,20260828
42,605006,山东玻纤,9.978768348693848,15.54,633943584,10156964264.16,10156964388.48,6.384446144104004,18220650,100156,103332,2,1/1,1,玻璃玻纤,20260828
43,002107,沃华医药,10.045661926269531,7.23,219031210,4131195906.9300003,4173225408.0000005,5.432629108428955,11160228,100218,100218,0,1/1,1,中药Ⅱ,20260828
44,603171,税友股份,9.997519493103027,44.34,617506784,17997162600.0,18017337654.72,3.5300939083099365,95282359,100312,100412,1,1/1,1,IT服务Ⅱ,20260828
45,002229,鸿博股份,10.02685832977295,12.29,969490256,6060989259.29,6061289368.799999,16.42537498474121,81128748,100348,100542,1,1/1,1,IT服务Ⅱ,20260828
46,601003,柳钢股份,10.05434799194336,4.05,156533939,10379312460.0,10668598192.8,1.5543855428695679,26302291,101048,101048,0,1/1,1,普钢,20260828
47,002349,精华制药,10.041841506958008,7.89,325503408,6423887364.12,6557602318.559999,5.194520950317383,96440259,101803,101803,0,1/1,1,中药Ⅱ,20260828
48,601700,风范股份,9.973752975463867,8.38,1622739440,9542786174.0,9542786140.480001,18.01458740234375,105714119,101906,101906,0,20/10,1,电网设备,20260828
49,000011,深物业A,9.975961685180664,9.15,107880201,4817251218.45,5453208655.2,2.2950398921966553,80429415,102109,102109,0,1/1,1,房地产开,20260828
50,601222,林洋能源,9.9277982711792,6.09,593354032,12431030750.039999,12431030774.4,4.836880683898926,51509920,102306,102306,0,1/1,1,电网设备,20260828
51,002949,华阳国际,10.0,14.08,357327568,2139112954.88,2760917434.88,17.479949951171875,32830336,102512,142830,3,4/3,1,工程咨询,20260828
52,002679,福建金森,10.0,10.67,136470109,2515516520.0,2515516520.0,5.520683288574219,48675633,102715,102733,1,1/1,1,林业Ⅱ,20260828
53,001376,百通能源,9.97150993347168,11.58,250299088,2489587824.54,5657988000.0,10.368010520935059,54575382,102903,102903,0,1/1,1,电力,20260828
54,000798,中水渔业,10.0,10.12,312754416,3702262465.4399996,3702490246.3999996,8.74130630493164,36925856,104342,104536,1,1/1,1,渔业,20260828
55,000716,黑芝麻,10.097086906433105,5.67,419217200,4171555856.79,4268852552.16,10.37305736541748,42522040,104854,130403,1,1/1,1,休闲食品,20260828
56,603608,天创时尚,9.994416236877441,19.7,473627664,8373084774.799999,8373084696.0,5.815040588378906,57386100,105038,105038,0,1/1,1,服装家纺,20260828
57,002915,中欣氟材,10.029153823852539,18.87,501577264,5494743242.070001,6326607699.360001,9.342265129089355,82762763,105642,111027,1,1/1,1,化学制品,20260828
58,002578,闽发铝业,9.898476600646973,4.33,265696348,3728833889.13,4064268662.08,7.334160804748535,67759979,105757,105757,0,1/1,1,工业金属,20260828
59,600691,潞化科技,10.112359046936035,2.94,230246334,6984222698.88,6985386938.88,3.405381202697754,63981867,110123,110347,1,1/1,1,农化制品,20260828
60,000062,深圳华强,10.004426956176758,24.85,1472468304,25962332668.300003,25990846800.800003,5.834789276123047,74743830,110209,110209,0,1/1,1,其他电子,20260828
61,603029,天鹅股份,9.98796558380127,18.28,223641987,2218131760.0,2218131760.0,10.406890869140625,10191100,110917,111211,1,1/1,1,专用设备,20260828
62,920895,花溪科技,29.96923065185547,21.12,193042228,606923328.0,1193786880.0,38.169036865234375,13183779,111125,133116,1,2/2,2,专用设备,20260828
63,605188,国光连锁,10.041152000427246,13.37,150446212,6788570705.0,6788570651.5199995,2.3205277919769287,56737854,111424,111424,0,1/1,1,一般零售,20260828
64,603396,金辰股份,10.0,31.9,478784752,4419026548.2,4419026548.2,11.363204956054688,48368981,130017,130017,0,3/2,1,光伏设备,20260828
65,605566,福莱蒽特,9.992283821105957,28.51,131172501,3801523400.0,3801523400.0,3.5874457359313965,57772664,130804,130804,0,1/1,1,化学制品,20260828
66,000626,远大控股,10.058479309082031,9.41,271272592,4745583175.11,4767358790.24,5.874321460723877,18656783,130942,130942,0,1/1,1,物流,20260828
67,000567,海德股份,10.047096252441406,7.01,568131936,13660839593.64,13701691041.6,4.3477277755737305,56821062,131012,131012,0,1/1,1,多元金融,20260828
68,600722,金牛化工,10.014410018920898,15.27,2059541728,10388481452.52,10388481513.6,20.702701568603516,103850888,131341,131341,0,1/1,1,化学原料,20260828
69,003030,祖名股份,9.990876197814941,24.11,151379397,1966855007.01,3008445800.0,8.024477005004883,73281404,132000,132000,0,1/1,1,农产品加,20260828
70,600815,厦工股份,10.123456954956055,4.46,776321120,7912461380.8,7912461380.8,10.110291481018066,81170510,132015,132015,0,1/1,1,工程机械,20260828
71,002427,尤夫股份,9.957627296447754,5.19,320808176,5109648347.34,5114396148.96,6.532806396484375,48430568,132106,132836,1,1/1,1,化学纤维,20260828
72,600251,冠农股份,10.0,11.77,748425936,9145214471.91,9145214483.68,8.436114311218262,109942122,133355,141343,3,1/1,1,农产品加,20260828
73,603086,先达股份,10.086956977844238,6.33,136762547,2752367195.19,2752367150.88,5.1783037185668945,30697847,133836,133836,0,1/1,1,农化制品,20260828
74,000925,众合科技,9.964829444885254,9.38,740286672,6295410853.34,6344349249.280001,12.396095275878906,78086624,134100,134100,0,1/1,1,轨交设备,20260828
75,600689,上海三毛,9.990999221801758,12.22,116423363,1859934627.46,2456114211.46,6.414608478546143,43687722,135221,142639,1,1/1,1,综合Ⅱ,20260828
76,002486,嘉麟杰,10.074626922607422,2.95,219805227,2420268370.2000003,2431635156.8,9.382955551147461,46530125,140018,140018,0,1/1,1,服装家纺,20260828
77,688209,英集芯,19.983753204345703,29.54,1688473072,12813980807.46,12813980777.92,13.929737091064453,9397205,140838,150000,11,1/1,1,半导体,20260828
78,600227,赤天化,10.096153259277344,4.58,1600591552,5851407097.74,7734372774.400001,28.88878059387207,41367476,141507,144404,2,3/2,1,农化制品,20260828
79,600714,金瑞矿业,10.011507987976074,19.12,994709168,5509930339.76,5509930320.64,19.2550106048584,104320632,142149,142149,0,4/2,1,化学原料,20260828
80,000912,泸天化,10.1010103225708,4.36,474238112,6836480000.000001,6836480000.000001,7.197516441345215,40423740,142606,145351,1,1/1,1,农化制品,20260828
81,002437,誉衡药业,9.954751014709473,4.86,3612936944,10219006915.2,10837159102.08,38.860923767089844,231183877,143412,143412,0,1/1,1,化学制药,20260828
82,000565,渝三峡Ａ,9.966776847839355,6.62,146280396,2870380496.4,2870380522.88,5.348330497741699,57564905,144406,144406,0,1/1,1,化学制品,20260828
1,002084,海鸥住工,10.02087688446045,5.27,27643695,3397223509.3399997,3404715372.9599996,0.8137143850326538,329225563,092500,092500,0,4/4,4,家居用品,20260827
2,002855,捷荣技术,10.0,13.31,18861601,3277284457.92,3279845967.42,0.5755252838134766,92996970,092500,092500,0,3/3,3,消费电子,20260827
3,002742,冀衡医药,10.097086906433105,5.67,56422737,2970632767.41,3878858612.16,1.8993507623672485,168347970,092500,092500,0,3/3,3,化学制药,20260827
4,000712,锦龙股份,10.051281929016113,10.73,158057696,9611227161.25,9614080000.0,1.644511103630066,220685551,092500,092500,0,2/2,2,证券Ⅱ,20260827
5,002942,新农股份,10.011573791503906,19.01,42953665,2637791157.8300004,2955688487.2000003,1.6283951997756958,356469246,092500,092500,0,2/2,2,农化制品,20260827
6,002155,湖南黄金,10.016286849975586,27.02,383632336,42218720737.34,42222838450.24,0.9086782336235046,564939509,092500,092500,0,1/1,1,贵金属,20260827
7,600540,新赛股份,10.071942329406738,4.59,40677246,2668520246.4,2668520246.4,1.5243371725082397,161909496,092502,092502,0,1/1,1,种植业,20260827
8,600613,神奇制药,10.047392845153809,11.61,677314640,5564904944.58,6200571647.5199995,12.17633056640625,167587935,092502,093050,1,11/7,1,化学制药,20260827
9,600371,万向德农,9.9580717086792,10.49,169885569,3069143220.0,3069143220.0,5.547128200531006,204232474,093006,093006,0,8/5,3,种植业,20260827
10,603237,五芳斋,9.972298622131348,15.88,57087483,3014133984.88,3112666208.88,1.8949249982833862,30682351,093006,093006,0,1/1,1,食品加工,20260827
11,000890,法尔胜,10.025062561035156,8.78,132042068,3683131383.8799996,3683244839.04,3.6119720935821533,98898798,093009,093009,0,2/2,2,环保设备,20260827
12,600103,青山纸业,10.086455345153809,3.82,507382960,8451096959.54,8559958192.639999,6.097270488739014,307811504,093033,093033,0,3/3,3,造纸,20260827
13,000576,甘化科工,10.041265487670898,8.0,268783456,3470522088.0,3491345664.0,7.823816776275635,33069648,093039,095318,4,1/1,1,地面兵装,20260827
14,003040,楚天龙,9.982383728027344,18.73,1759884208,8556805332.34,8637076680.64,20.767614364624023,38151137,093048,131809,19,5/5,5,通信设备,20260827
15,301666,大普微-UW,20.0,469.2,961955872,12441468135.6,204672719865.6,7.814459800720215,251022000,093051,093051,0,1/1,1,计算机设,20260827
16,600479,千金药业,9.981851577758789,12.12,1300882240,5072306258.04,5965585393.92,25.8243465423584,36494459,093130,132045,7,2/2,2,中药Ⅱ,20260827
17,600378,昊华科技,10.011350631713867,48.46,1436979568,51976517490.98,62513381391.36,2.788278341293335,197313952,093136,093339,2,1/1,1,化学制品,20260827
18,600721,百花医药,10.026385307312012,16.68,2746713040,6414254551.8,6414254501.76,43.45110321044922,42637149,093150,143935,13,1/1,1,医疗服务,20260827
19,000017,深中华A,10.042283058166504,10.41,605589536,4588956509.91,7174415100.4800005,13.514057159423828,45440691,093224,093536,2,6/6,6,饰品,20260827
20,000951,中国重汽,10.024569511413574,22.39,692269440,26173796952.89,26173796796.16,2.6544041633605957,58101154,093227,101100,9,1/1,1,商用车,20260827
21,600359,新农开发,10.014727592468262,7.47,182766853,2849900765.4,2849900735.52,6.4499945640563965,40110493,093258,095816,1,1/1,1,种植业,20260827
22,002418,康盛股份,10.089685440063477,4.91,1227785888,5579724000.0,5579724000.0,22.533653259277344,86280007,093415,094642,2,3/3,3,家电零部,20260827
23,002072,凯瑞德,10.012360572814941,8.9,361420288,3271033020.0,3272352000.0,11.205681800842285,38225491,093427,100648,4,2/2,2,贸易Ⅱ,20260827
24,002886,沃特股份,9.99083423614502,24.0,777510304,5017875936.0,6316885560.0,15.713293075561523,122493600,093433,094648,5,1/1,1,塑料,20260827
25,603618,杭电股份,9.993734359741211,35.11,2296869920,24274197877.76,24274197877.76,9.688009262084961,347233967,093513,093528,1,2/2,2,电网设备,20260827
26,600127,金健米业,10.0,10.78,1367268928,6918423090.04,6918423068.48,20.32373809814453,189199036,093516,093610,1,9/6,1,农产品加,20260827
27,603261,立航科技,10.001873016357422,58.73,100856416,4551869942.059999,4551869942.059999,2.2703044414520264,70981078,093542,093542,0,1/1,1,航空装备,20260827
28,600654,中安科,10.0,3.3,326401392,7647525015.9,9389851891.199999,4.36924409866333,80570820,093837,093837,0,1/1,1,软件开发,20260827
29,300368,汇金股份,19.950124740600586,9.62,606935392,5088436229.5,5088436200.639999,12.344393730163574,80192329,093921,094330,1,1/1,1,计算机设,20260827
30,600095,湘财股份,10.034602165222168,9.54,1916435920,27276651068.219997,27276651077.76,7.123424053192139,65334690,093941,130241,10,2/2,2,证券Ⅱ,20260827
31,603900,莱绅通灵,10.01540756225586,7.14,192416318,2447048217.6,2448333417.6,8.085417747497559,72769023,093959,094035,1,1/1,1,饰品,20260827
32,603938,三孚股份,10.007340431213379,44.96,573853728,17202797385.12,17202797340.16,3.421219825744629,76888029,094120,094547,1,1/1,1,化学原料,20260827
33,601869,长飞光纤,9.99948501586914,426.82,6145393408,173433319181.48,353366456489.27997,3.6318209171295166,339458482,094919,102555,1,1/1,1,通信设备,20260827
34,002953,日丰股份,10.0,11.88,216500101,3341710563.84,5839966218.240001,6.712627410888672,46847295,095042,095042,0,1/1,1,电网设备,20260827
35,603002,宏昌电子,10.019518852233887,16.91,966065520,19177267587.19,19177267637.920002,5.172560691833496,135985147,095201,095201,0,1/1,1,电子化学,20260827
36,600683,京投发展,9.960159301757812,11.04,458229824,8178184670.879999,8178184703.999999,5.741618633270264,71743440,095429,095820,1,1/1,1,房地产开,20260827
37,603580,艾艾精工,10.0,80.52,657379104,10521806064.0,10521806064.0,6.460948467254639,61704730,095533,095533,0,1/1,1,塑料,20260827
38,000586,汇源通信,10.0,14.41,146846822,2755047900.0,2787470400.0,5.471887111663818,17351081,095542,095542,0,1/1,1,通信设备,20260827
39,002980,华盛昌,10.003233909606934,102.05,1112099584,10336319878.949999,19227365409.2,11.051597595214844,77897622,095824,103815,1,1/1,1,电网设备,20260827
40,002536,飞龙股份,10.0,54.23,3302729424,29572848339.87,31170638706.239998,11.430900573730469,120383007,095951,133730,3,1/1,1,汽车零部,20260827
41,301399,英特科技,20.0,21.24,354092608,1161479366.6399999,3929824799.9999995,31.769506454467773,28386261,100015,104636,1,1/1,1,通用设备,20260827
42,600162,香江控股,9.932279586791992,4.87,634967808,15917293654.140001,15917293683.36,4.132994174957275,73617842,100621,100621,0,1/1,1,房地产开,20260827
43,600108,亚盛集团,9.883721351623535,3.78,549522688,7359339157.379999,7359339153.599999,7.700608253479004,54726053,100835,100835,0,1/1,1,种植业,20260827
44,600969,郴电国际,10.0,10.45,367645168,3867027557.7999997,3867027515.9999995,9.928468704223633,18546242,100924,100954,1,2/2,2,电力,20260827
45,603137,恒尚节能,9.990999221801758,24.44,447107808,4470890682.96,4470890682.96,10.327447891235352,76224718,101110,101325,1,1/1,1,装修装饰,20260827
46,300456,赛微电子,20.012954711914062,37.06,2873362736,22145675885.600002,27135818820.16,13.720868110656738,174117404,101324,102627,2,1/1,1,半导体,20260827
47,603435,嘉德利,10.010319709777832,53.3,184840163,1902145988.6,24473629668.8,9.987914085388184,41764440,101801,101837,1,1/1,1,电子化学,20260827
48,688790,昂瑞微-UW,20.004207611083984,114.1,206636788,1446305699.3,11356565600.8,14.78150463104248,35146565,101856,101856,0,1/1,1,半导体,20260827
49,301591,肯特股份,20.0,50.4,779741936,2252615299.2,5511542400.0,36.72898483276367,81255434,101948,101948,0,1/1,1,塑料,20260827
50,600397,江钨装备,10.0,19.03,1880122960,18838936554.460003,18838936668.64,10.357230186462402,123457125,102342,102342,0,1/1,1,专用设备,20260827
51,920895,花溪科技,30.000001907348633,16.25,107431846,466974625.0,918515000.0,24.688417434692383,11112253,102348,110203,3,1/1,1,专用设备,20260827
52,002134,天津普林,10.0145845413208,22.63,252642281,5582969905.4,5608116723.48,4.653747081756592,61451765,102642,102642,0,1/1,1,元件,20260827
53,002190,成飞集成,10.0,25.52,561663456,9154772833.36,9154772858.88,6.271623134613037,56653072,102745,103921,1,1/1,1,汽车零部,20260827
54,001232,嘉立创,10.0,162.03,1378644400,7162787134.47,90017386800.0,19.627971649169922,68367100,103006,103006,0,1/1,1,元件,20260827
55,605258,协和电子,10.0,31.9,142686571,2807200000.0,2807200000.0,5.262018203735352,7981380,103318,103457,2,1/1,1,元件,20260827
56,002636,金安国纪,10.0,69.41,3480428432,50274733093.97,50530480000.0,7.158946514129639,143025413,103518,104139,1,1/1,1,元件,20260827
57,603269,海鸥股份,9.983633041381836,20.16,518272624,8708021078.4,8708021038.08,6.172569751739502,67615208,104206,110530,2,1/1,1,通用设备,20260827
58,603011,合锻智能,10.021882057189941,25.14,1242142160,12429578946.18,12429578820.48,10.520084381103516,100343796,104248,104551,1,1/1,1,专用设备,20260827
59,688300,联瑞新材,20.0,186.24,3769790832,44971221945.6,44971221945.6,9.044734001159668,86159093,104920,111947,2,1/1,1,非金属材,20260827
60,000962,东方钽业,9.996177673339844,57.55,1944087376,28948863038.899998,30351016418.399998,6.928344249725342,256950045,105009,132615,1,1/1,1,小金属,20260827
61,600330,天通股份,10.0,29.15,3703383328,35954613226.4,35954613226.4,10.619941711425781,101934518,105345,133012,3,1/1,1,电子化学,20260827
62,002515,金字火腿,10.0,8.58,1334343840,9453889507.92,10387069492.8,14.415165901184082,28578264,110454,142706,9,1/1,1,食品加工,20260827
63,600641,先导基电,9.99676513671875,34.0,1955765904,31641417280.0,32193441280.0,6.446401119232178,139711168,110950,132317,2,1/1,1,半导体,20260827
64,002824,和胜股份,10.020618438720703,26.68,601256576,6034379148.4,8302091157.76,10.391422271728516,63882592,111351,111351,0,1/1,1,工业金属,20260827
65,601208,东材科技,9.991039276123047,49.1,3775172928,49599982501.3,49599982550.4,7.83565092086792,106395330,130016,133034,2,1/1,1,塑料,20260827
66,002628,成都路桥,10.0,5.28,402978240,3988179143.52,3997490196.48,10.288764953613281,7278955,130042,140818,5,1/1,1,基础建设,20260827
67,002852,道道全,10.024752616882324,8.89,169845649,2540928651.94,3057878222.5600004,6.912317276000977,49623908,130930,135009,1,1/1,1,农产品加,20260827
68,000592,平潭发展,10.016155242919922,6.81,1942472784,13041779577.689999,13155427901.759998,15.331869125366211,72696750,131242,143548,2,1/1,1,林业Ⅱ,20260827
69,601233,桐昆股份,9.98307991027832,26.0,1683373696,61741477720.0,61854038688.0,2.815061569213867,37908000,132210,133934,1,1/1,1,炼化及贸,20260827
70,603093,南华期货,10.008136749267578,13.52,759566496,11925167144.8,14035714234.88,6.702669143676758,55862814,132341,132341,0,1/1,1,多元金融,20260827
71,603319,美湖股份,10.01120662689209,29.45,603684144,9987958017.1,9987958076.0,6.303375720977783,88822967,142112,142112,0,1/1,1,汽车零部,20260827
72,603688,石英股份,10.006401062011719,51.56,1040093616,27928932580.84,27928932529.280003,3.850856304168701,143885914,142429,142429,0,1/1,1,非金属材,20260827
73,001309,德明利,10.000255584716797,429.76,8762050048,70922886247.04,97487991811.2,12.71619987487793,172055705,143024,143433,1,1/1,1,半导体,20260827
74,688368,晶丰明源,20.0,140.28,794789888,17353617258.6,28590030809.760002,4.968150615692139,19339982,143148,143148,0,1/1,1,半导体,20260827
75,002396,星网锐捷,9.993403434753418,33.35,3237273232,25259793785.100002,25364488172.8,13.514585494995117,160023305,143639,143639,0,1/1,1,通信设备,20260827
76,600345,长江通信,9.993660926818848,52.06,925162400,11013777001.82,17159607383.68,8.704469680786133,139637935,144252,144252,0,1/1,1,通信设备,20260827
77,605288,凯迪股份,10.0,63.14,182845287,6205303037.78,6230182975.94,3.055814504623413,33127032,144749,144749,0,1/1,1,自动化设,20260827
1,002084,海鸥住工,10.11494255065918,4.79,15938581,3087798977.18,3094608469.92,0.5161793828010559,327258667,092500,092500,0,3/3,3,家居用品,20260826
2,002855,捷荣技术,10.0,12.1,27442800,2979349507.2,2981678152.2,0.921100378036499,96739500,092500,092500,0,2/2,2,消费电子,20260826
3,002742,冀衡医药,10.04273509979248,5.15,66286556,2698193783.4500003,3523125547.2000003,2.4567010402679443,115237038,092500,092500,0,2/2,2,化学制药,20260826
4,002418,康盛股份,10.123456954956055,4.46,529807968,5068344000.0,5068344000.0,10.453725814819336,115310610,092500,092500,0,2/2,2,家电零部,20260826
5,002366,融发核电,10.052909851074219,6.24,499945952,11546607696.0,12985050923.52,4.330522537231445,166007712,092500,095836,1,1/1,1,其他电源,20260826
6,603396,金辰股份,10.019342422485352,28.44,115390295,3939721474.32,3939721474.32,2.9288947582244873,64817092,092504,092504,0,1/1,1,光伏设备,20260826
7,301630,同宇新材,19.998779296875,196.81,873589280,4129014757.0,11021360000.0,21.340423583984375,18307266,093000,133645,11,1/1,1,电子化学,20260826
8,605277,新亚电子,10.019776344299316,16.69,175989461,6445613109.280001,6488828726.56,2.7314391136169434,64569237,093001,093001,0,1/1,1,消费电子,20260826
9,600479,千金药业,9.980039596557617,11.02,245578988,4611948429.34,5424154376.32,5.326394557952881,94867157,093003,093003,0,1/1,1,中药Ⅱ,20260826
10,600468,百利电气,10.050251007080078,6.57,293780928,7146421058.97,7146421104.96,4.1284990310668945,59070213,093046,093125,1,1/1,1,电网设备,20260826
11,688185,康希诺,20.0,85.62,466118176,9792607783.62,21151890241.620003,4.819250106811523,243914341,093054,093054,0,1/1,1,生物制品,20260826
12,002703,浙江世宝,10.018903732299805,17.46,1269404880,10232399372.04,14363161424.640001,12.542306900024414,118956743,093112,094242,3,2/2,2,汽车零部,20260826
13,605169,洪通燃气,10.017730712890625,12.41,77086801,3510540800.0,3510540800.0,2.212069511413574,50667845,093119,093146,1,1/1,1,燃气Ⅱ,20260826
14,002963,豪尔赛,9.990157127380371,22.35,229247023,3337756531.9500003,3360544435.5,6.938169002532959,47733230,093145,130812,2,2/2,2,装修装饰,20260826
15,603618,杭电股份,9.993108749389648,31.92,2521501088,22068709662.72,22068709662.72,11.494242668151855,298482164,093228,100301,2,1/1,1,电网设备,20260826
16,000536,华映科技,10.122699737548828,3.59,294204624,9919466232.44,9930057752.0,2.9953668117523193,66844579,093336,095545,1,1/1,1,光学光电,20260826
17,600604,市北高新,9.913793563842773,5.1,489741216,7178019500.4,9553854480.0,6.909062385559082,37519170,093441,134841,4,3/2,1,房地产开,20260826
18,600371,万向德农,10.034602165222168,9.54,452229232,2791194119.9999995,2791194119.9999995,16.52392578125,34980985,093512,105324,5,7/4,2,种植业,20260826
19,600103,青山纸业,10.158730506896973,3.47,755668976,7676781793.09,7775668829.440001,10.177248001098633,124279247,093544,093632,1,2/2,2,造纸,20260826
20,000890,法尔胜,10.068965911865234,7.98,140872542,3347538547.0800004,3347641664.6400003,4.327672958374023,82063926,093621,093621,0,1/1,1,环保设备,20260826
21,002949,华阳国际,9.967845916748047,13.68,290601696,2078342700.48,2682482280.48,14.394020080566406,54428629,093636,095248,5,2/2,2,工程咨询,20260826
22,601038,一拖股份,9.97697639465332,14.33,289921072,10485336590.75,16101836862.4,2.7993850708007812,19709482,093641,143929,3,1/1,1,专用设备,20260826
23,605162,新中港,10.0,9.9,261407473,4384178478.900001,4384178409.6,6.135110855102539,73455723,093739,093739,0,1/1,1,电力,20260826
24,603392,万泰生物,10.0,30.91,244864110,39082381571.64,39082381448.0,0.6411604881286621,71255215,093750,093817,1,1/1,1,医疗器械,20260826
25,002047,宝鹰股份,10.0,3.63,186794782,5503656941.309999,5503982737.44,3.449509859085083,72152421,093757,094830,1,1/1,1,装修装饰,20260826
26,000428,华天酒店,9.953703880310059,4.75,212861590,4839898500.0,4839898500.0,4.549842357635498,98759273,093906,093906,0,2/2,2,酒店餐饮,20260826
27,002942,新农股份,9.993634223937988,17.28,100050865,2397739674.2400002,2686706841.6000004,4.219804763793945,57377721,093936,093936,0,1/1,1,农化制品,20260826
28,600272,开开实业,10.010427474975586,21.1,1142225840,3376000000.0,5541956039.5,34.564395904541016,42566127,094048,135706,7,15/8,1,医药商业,20260826
29,600227,赤天化,9.973752975463867,4.19,1094496784,5353143174.570001,7075768979.200001,21.012868881225586,73231982,094502,110917,2,1/1,1,农化制品,20260826
30,002295,精艺股份,10.032715797424316,10.09,66118341,2526808430.0,2528715440.0,2.6722769737243652,45419126,094524,094551,1,1/1,1,工业金属,20260826
31,000712,锦龙股份,10.045146942138672,9.75,508504992,8733407718.75,8736000000.0,5.940485000610352,189962555,094554,101057,1,1/1,1,证券Ⅱ,20260826
32,603979,金诚信,10.00408935546875,80.71,513267616,50346299131.799995,50346298808.96,1.0373764038085938,123558939,094734,094734,0,1/1,1,工业金属,20260826
33,000997,新 大 陆,9.994683265686035,20.69,1852710336,20843920792.89,20960995964.800003,8.973761558532715,57309375,095033,134812,5,1/1,1,计算机设,20260826
34,603121,华培动力,10.023866653442383,13.83,151640238,4681921278.45,4681921236.96,3.312885284423828,22733754,095052,095119,1,1/1,1,汽车零部,20260826
35,600362,江西铜业,10.011324882507324,48.57,4149840400,100794766460.85,168184767346.56,4.214364528656006,206654567,095059,095141,1,1/1,1,工业金属,20260826
36,603200,上海洗霸,9.99742317199707,42.69,736903392,7491245597.07,7491245597.07,10.189713478088379,86635086,095530,100948,1,3/2,1,环境治理,20260826
37,002721,金一文化,10.0,3.08,545832864,8190886134.2,8190886112.64,6.848200798034668,85352344,095618,095951,2,1/1,1,饰品,20260826
38,000017,深中华A,10.0,9.46,961828272,4170175656.4600005,6519689418.88,24.108531951904297,61238647,100024,100224,2,5/5,5,饰品,20260826
39,301177,迪阿股份,20.00835418701172,28.73,203489782,11492287300.0,11499887649.12,1.9006361961364746,69398119,101609,101609,0,1/1,1,饰品,20260826
40,600095,湘财股份,10.02538013458252,8.67,685897776,24789157731.81,24789157740.48,2.857417106628418,101070048,101846,101907,1,1/1,1,证券Ⅱ,20260826
41,601212,白银有色,10.030394554138184,7.24,4031968832,53610567459.64,53610566656.0,7.878591060638428,106216490,102221,102221,0,4/3,1,工业金属,20260826
42,003040,楚天龙,10.012920379638672,17.03,1769610160,7780159893.740001,7853145535.040001,23.801273345947266,34776963,102615,110427,8,4/4,4,通信设备,20260826
43,002094,青岛金王,9.922179222106934,5.65,558150448,3901062551.8500004,3903571168.8,14.992460250854492,38394575,102739,102739,0,2/2,2,家居用品,20260826
44,603106,恒银科技,10.067113876342773,8.2,415275216,4268263999.9999995,4268263999.9999995,10.017557144165039,11161020,103837,131652,3,1/1,1,计算机设,20260826
